Country,Year,Sex,NCD_Mortality,IndicatorName,CountryCode,Risk_Level,Continent
Democratic Republic of the Congo,2004,Both sexes,726.1,Age-standardized NCD mortality rate  (per 100 000 population),COD,Moderate,
Lesotho,2004,Both sexes,732.9,Age-standardized NCD mortality rate  (per 100 000 population),LSO,Moderate,
Cambodia,2004,Both sexes,725.1,Age-standardized NCD mortality rate  (per 100 000 population),KHM,Moderate,
China,2004,Both sexes,730.7,Age-standardized NCD mortality rate  (per 100 000 population),CHN,Moderate,Asia
Romania,2004,Both sexes,726.2,Age-standardized NCD mortality rate  (per 100 000 population),ROU,Moderate,
Armenia,2004,Both sexes,733.4,Age-standardized NCD mortality rate  (per 100 000 population),ARM,Moderate,
Latvia,2004,Both sexes,729.2,Age-standardized NCD mortality rate  (per 100 000 population),LVA,Moderate,
Yemen,2004,Both sexes,736.5,Age-standardized NCD mortality rate  (per 100 000 population),YEM,Moderate,
Syrian Arab Republic,2004,Both sexes,737.0,Age-standardized NCD mortality rate  (per 100 000 population),SYR,Moderate,
Bulgaria,2004,Both sexes,741.9,Age-standardized NCD mortality rate  (per 100 000 population),BGR,Moderate,
Togo,2004,Both sexes,747.2,Age-standardized NCD mortality rate  (per 100 000 population),TGO,Moderate,
Saudi Arabia,2004,Both sexes,749.8,Age-standardized NCD mortality rate  (per 100 000 population),SAU,Moderate,
Madagascar,2004,Both sexes,764.4,Age-standardized NCD mortality rate  (per 100 000 population),MDG,Moderate,
Pakistan,2004,Both sexes,763.2,Age-standardized NCD mortality rate  (per 100 000 population),PAK,Moderate,
Rwanda,2004,Both sexes,762.5,Age-standardized NCD mortality rate  (per 100 000 population),RWA,Moderate,Africa
Tajikistan,2004,Both sexes,765.9,Age-standardized NCD mortality rate  (per 100 000 population),TJK,Moderate,
Serbia,2004,Both sexes,768.6,Age-standardized NCD mortality rate  (per 100 000 population),SRB,Moderate,
Angola,2004,Both sexes,781.1,Age-standardized NCD mortality rate  (per 100 000 population),AGO,Moderate,
Burundi,2004,Both sexes,783.6,Age-standardized NCD mortality rate  (per 100 000 population),BDI,Moderate,
"occupied Palestinian territory, including east Jerusalem",2004,Both sexes,779.7,Age-standardized NCD mortality rate  (per 100 000 population),PSE,Moderate,
Samoa,2004,Both sexes,785.9,Age-standardized NCD mortality rate  (per 100 000 population),WSM,Moderate,
Guinea-Bissau,2004,Both sexes,797.8,Age-standardized NCD mortality rate  (per 100 000 population),GNB,Moderate,
Zimbabwe,2004,Both sexes,813.5,Age-standardized NCD mortality rate  (per 100 000 population),ZWE,High,
Lao People's Democratic Republic,2004,Both sexes,814.6,Age-standardized NCD mortality rate  (per 100 000 population),LAO,High,
Egypt,2004,Both sexes,818.5,Age-standardized NCD mortality rate  (per 100 000 population),EGY,High,
Solomon Islands,2004,Both sexes,829.2,Age-standardized NCD mortality rate  (per 100 000 population),SLB,High,
Myanmar,2004,Both sexes,834.7,Age-standardized NCD mortality rate  (per 100 000 population),MMR,High,
Guyana,2004,Both sexes,825.9,Age-standardized NCD mortality rate  (per 100 000 population),GUY,High,
Georgia,2004,Both sexes,828.0,Age-standardized NCD mortality rate  (per 100 000 population),GEO,High,
Grenada,2004,Both sexes,836.9,Age-standardized NCD mortality rate  (per 100 000 population),GRD,High,
Congo,2004,Both sexes,850.6,Age-standardized NCD mortality rate  (per 100 000 population),COG,High,
Eritrea,2004,Both sexes,857.4,Age-standardized NCD mortality rate  (per 100 000 population),ERI,High,
Azerbaijan,2004,Both sexes,859.3,Age-standardized NCD mortality rate  (per 100 000 population),AZE,High,
Kyrgyzstan,2004,Both sexes,873.6,Age-standardized NCD mortality rate  (per 100 000 population),KGZ,High,
Belarus,2004,Both sexes,869.8,Age-standardized NCD mortality rate  (per 100 000 population),BLR,High,
Somalia,2004,Both sexes,883.4,Age-standardized NCD mortality rate  (per 100 000 population),SOM,High,
Ukraine,2004,Both sexes,892.9,Age-standardized NCD mortality rate  (per 100 000 population),UKR,High,
Central African Republic,2004,Both sexes,898.7,Age-standardized NCD mortality rate  (per 100 000 population),CAF,High,
Turkmenistan,2004,Both sexes,897.4,Age-standardized NCD mortality rate  (per 100 000 population),TKM,High,
Haiti,2004,Both sexes,926.7,Age-standardized NCD mortality rate  (per 100 000 population),HTI,High,
Qatar,2004,Both sexes,939.8,Age-standardized NCD mortality rate  (per 100 000 population),QAT,High,
Eswatini,2004,Both sexes,958.3,Age-standardized NCD mortality rate  (per 100 000 population),SWZ,High,
Kazakhstan,2004,Both sexes,959.6,Age-standardized NCD mortality rate  (per 100 000 population),KAZ,High,
Russian Federation,2004,Both sexes,966.8,Age-standardized NCD mortality rate  (per 100 000 population),RUS,High,
Russian Federation,2003,Both sexes,998.9,Age-standardized NCD mortality rate  (per 100 000 population),RUS,High,
Kazakhstan,2003,Both sexes,1007.0,Age-standardized NCD mortality rate  (per 100 000 population),KAZ,High,
Micronesia (Federated States of),2003,Both sexes,1032.0,Age-standardized NCD mortality rate  (per 100 000 population),FSM,High,
Vanuatu,2003,Both sexes,1026.0,Age-standardized NCD mortality rate  (per 100 000 population),VUT,High,
Mongolia,2003,Both sexes,1043.0,Age-standardized NCD mortality rate  (per 100 000 population),MNG,High,
Bahrain,2003,Both sexes,1040.0,Age-standardized NCD mortality rate  (per 100 000 population),BHR,High,
Kiribati,2003,Both sexes,1075.0,Age-standardized NCD mortality rate  (per 100 000 population),KIR,High,
Fiji,2003,Both sexes,1091.0,Age-standardized NCD mortality rate  (per 100 000 population),FJI,High,
Republic of Moldova,2003,Both sexes,1096.0,Age-standardized NCD mortality rate  (per 100 000 population),MDA,High,
Afghanistan,2003,Both sexes,1110.0,Age-standardized NCD mortality rate  (per 100 000 population),AFG,High,
Uzbekistan,2003,Both sexes,1312.0,Age-standardized NCD mortality rate  (per 100 000 population),UZB,Very High,
Japan,2003,Both sexes,272.5,Age-standardized NCD mortality rate  (per 100 000 population),JPN,Low,
Peru,2003,Both sexes,322.1,Age-standardized NCD mortality rate  (per 100 000 population),PER,Low,
Singapore,2003,Both sexes,350.8,Age-standardized NCD mortality rate  (per 100 000 population),SGP,Low,
Switzerland,2003,Both sexes,364.4,Age-standardized NCD mortality rate  (per 100 000 population),CHE,Low,
Australia,2003,Both sexes,356.2,Age-standardized NCD mortality rate  (per 100 000 population),AUS,Low,Oceania
Iceland,2003,Both sexes,366.4,Age-standardized NCD mortality rate  (per 100 000 population),ISL,Low,
United Arab Emirates,2003,Both sexes,379.5,Age-standardized NCD mortality rate  (per 100 000 population),ARE,Low,
Costa Rica,2003,Both sexes,380.8,Age-standardized NCD mortality rate  (per 100 000 population),CRI,Low,
Canada,2003,Both sexes,390.4,Age-standardized NCD mortality rate  (per 100 000 population),CAN,Low,North America
France,2003,Both sexes,392.3,Age-standardized NCD mortality rate  (per 100 000 population),FRA,Low,
Kuwait,2003,Both sexes,394.0,Age-standardized NCD mortality rate  (per 100 000 population),KWT,Low,
Sweden,2003,Both sexes,388.0,Age-standardized NCD mortality rate  (per 100 000 population),SWE,Low,
Spain,2003,Both sexes,402.1,Age-standardized NCD mortality rate  (per 100 000 population),ESP,Moderate,
Italy,2003,Both sexes,397.4,Age-standardized NCD mortality rate  (per 100 000 population),ITA,Low,
Israel,2003,Both sexes,401.5,Age-standardized NCD mortality rate  (per 100 000 population),ISR,Moderate,
Norway,2003,Both sexes,403.0,Age-standardized NCD mortality rate  (per 100 000 population),NOR,Moderate,
Nicaragua,2003,Both sexes,408.1,Age-standardized NCD mortality rate  (per 100 000 population),NIC,Moderate,
Dominican Republic,2003,Both sexes,412.4,Age-standardized NCD mortality rate  (per 100 000 population),DOM,Moderate,
Puerto Rico,2003,Both sexes,406.4,Age-standardized NCD mortality rate  (per 100 000 population),PRI,Moderate,
Luxembourg,2003,Both sexes,407.0,Age-standardized NCD mortality rate  (per 100 000 population),LUX,Moderate,
New Zealand,2003,Both sexes,413.0,Age-standardized NCD mortality rate  (per 100 000 population),NZL,Moderate,
Cyprus,2003,Both sexes,420.4,Age-standardized NCD mortality rate  (per 100 000 population),CYP,Moderate,
El Salvador,2003,Both sexes,430.4,Age-standardized NCD mortality rate  (per 100 000 population),SLV,Moderate,
Paraguay,2003,Both sexes,425.2,Age-standardized NCD mortality rate  (per 100 000 population),PRY,Moderate,
Finland,2003,Both sexes,425.3,Age-standardized NCD mortality rate  (per 100 000 population),FIN,Moderate,
Belgium,2003,Both sexes,434.6,Age-standardized NCD mortality rate  (per 100 000 population),BEL,Moderate,
Cuba,2003,Both sexes,433.5,Age-standardized NCD mortality rate  (per 100 000 population),CUB,Moderate,
Greece,2003,Both sexes,429.3,Age-standardized NCD mortality rate  (per 100 000 population),GRC,Moderate,
Panama,2003,Both sexes,426.3,Age-standardized NCD mortality rate  (per 100 000 population),PAN,Moderate,
Kenya,2003,Both sexes,439.6,Age-standardized NCD mortality rate  (per 100 000 population),KEN,Moderate,Africa
Chile,2003,Both sexes,443.4,Age-standardized NCD mortality rate  (per 100 000 population),CHL,Moderate,
Austria,2003,Both sexes,438.1,Age-standardized NCD mortality rate  (per 100 000 population),AUT,Moderate,
Malta,2003,Both sexes,437.1,Age-standardized NCD mortality rate  (per 100 000 population),MLT,Moderate,
Cabo Verde,2003,Both sexes,446.1,Age-standardized NCD mortality rate  (per 100 000 population),CPV,Moderate,
Republic of Korea,2003,Both sexes,454.0,Age-standardized NCD mortality rate  (per 100 000 population),KOR,Moderate,
Netherlands (Kingdom of the),2003,Both sexes,446.5,Age-standardized NCD mortality rate  (per 100 000 population),NLD,Moderate,
Germany,2003,Both sexes,451.2,Age-standardized NCD mortality rate  (per 100 000 population),DEU,Moderate,Europe
Ireland,2003,Both sexes,449.1,Age-standardized NCD mortality rate  (per 100 000 population),IRL,Moderate,
United Kingdom of Great Britain and Northern Ireland,2003,Both sexes,451.7,Age-standardized NCD mortality rate  (per 100 000 population),GBR,Moderate,
Lebanon,2003,Both sexes,455.7,Age-standardized NCD mortality rate  (per 100 000 population),LBN,Moderate,
Thailand,2003,Both sexes,459.7,Age-standardized NCD mortality rate  (per 100 000 population),THA,Moderate,
Nepal,2003,Both sexes,470.1,Age-standardized NCD mortality rate  (per 100 000 population),NPL,Moderate,
Portugal,2003,Both sexes,467.9,Age-standardized NCD mortality rate  (per 100 000 population),PRT,Moderate,
Ecuador,2003,Both sexes,469.8,Age-standardized NCD mortality rate  (per 100 000 population),ECU,Moderate,
United States of America,2003,Both sexes,468.5,Age-standardized NCD mortality rate  (per 100 000 population),USA,Moderate,
Guatemala,2003,Both sexes,471.3,Age-standardized NCD mortality rate  (per 100 000 population),GTM,Moderate,
United Republic of Tanzania,2003,Both sexes,484.2,Age-standardized NCD mortality rate  (per 100 000 population),TZA,Moderate,
Mexico,2003,Both sexes,483.9,Age-standardized NCD mortality rate  (per 100 000 population),MEX,Moderate,
Venezuela (Bolivarian Republic of),2003,Both sexes,487.4,Age-standardized NCD mortality rate  (per 100 000 population),VEN,Moderate,
Denmark,2003,Both sexes,494.4,Age-standardized NCD mortality rate  (per 100 000 population),DNK,Moderate,
Colombia,2003,Both sexes,496.2,Age-standardized NCD mortality rate  (per 100 000 population),COL,Moderate,
Türkiye,2003,Both sexes,513.7,Age-standardized NCD mortality rate  (per 100 000 population),TUR,Moderate,
Iran (Islamic Republic of),2003,Both sexes,505.7,Age-standardized NCD mortality rate  (per 100 000 population),IRN,Moderate,
Belize,2003,Both sexes,514.0,Age-standardized NCD mortality rate  (per 100 000 population),BLZ,Moderate,
Slovenia,2003,Both sexes,514.1,Age-standardized NCD mortality rate  (per 100 000 population),SVN,Moderate,
Bosnia and Herzegovina,2003,Both sexes,520.5,Age-standardized NCD mortality rate  (per 100 000 population),BIH,Moderate,
South Sudan,2003,Both sexes,533.9,Age-standardized NCD mortality rate  (per 100 000 population),SSD,Moderate,
Mauritania,2003,Both sexes,525.1,Age-standardized NCD mortality rate  (per 100 000 population),MRT,Moderate,
Tunisia,2003,Both sexes,527.9,Age-standardized NCD mortality rate  (per 100 000 population),TUN,Moderate,
India,2003,Both sexes,531.1,Age-standardized NCD mortality rate  (per 100 000 population),IND,Moderate,Asia
Argentina,2003,Both sexes,528.5,Age-standardized NCD mortality rate  (per 100 000 population),ARG,Moderate,
Timor-Leste,2003,Both sexes,534.8,Age-standardized NCD mortality rate  (per 100 000 population),TLS,Moderate,
Brunei Darussalam,2003,Both sexes,539.2,Age-standardized NCD mortality rate  (per 100 000 population),BRN,Moderate,
Antigua and Barbuda,2003,Both sexes,539.6,Age-standardized NCD mortality rate  (per 100 000 population),ATG,Moderate,
Barbados,2003,Both sexes,538.3,Age-standardized NCD mortality rate  (per 100 000 population),BRB,Moderate,
Uruguay,2003,Both sexes,537.5,Age-standardized NCD mortality rate  (per 100 000 population),URY,Moderate,
Bhutan,2003,Both sexes,550.0,Age-standardized NCD mortality rate  (per 100 000 population),BTN,Moderate,
Mozambique,2003,Both sexes,549.6,Age-standardized NCD mortality rate  (per 100 000 population),MOZ,Moderate,
Libya,2003,Both sexes,549.5,Age-standardized NCD mortality rate  (per 100 000 population),LBY,Moderate,
Niger,2003,Both sexes,562.0,Age-standardized NCD mortality rate  (per 100 000 population),NER,Moderate,
Honduras,2003,Both sexes,557.0,Age-standardized NCD mortality rate  (per 100 000 population),HND,Moderate,
Nigeria,2003,Both sexes,557.2,Age-standardized NCD mortality rate  (per 100 000 population),NGA,Moderate,
Jamaica,2003,Both sexes,564.8,Age-standardized NCD mortality rate  (per 100 000 population),JAM,Moderate,
Saint Vincent and the Grenadines,2003,Both sexes,558.2,Age-standardized NCD mortality rate  (per 100 000 population),VCT,Moderate,
Saint Lucia,2003,Both sexes,560.0,Age-standardized NCD mortality rate  (per 100 000 population),LCA,Moderate,
Viet Nam,2003,Both sexes,568.2,Age-standardized NCD mortality rate  (per 100 000 population),VNM,Moderate,
Albania,2003,Both sexes,572.8,Age-standardized NCD mortality rate  (per 100 000 population),ALB,Moderate,
Sri Lanka,2003,Both sexes,569.8,Age-standardized NCD mortality rate  (per 100 000 population),LKA,Moderate,
Brazil,2003,Both sexes,566.9,Age-standardized NCD mortality rate  (per 100 000 population),BRA,Moderate,South America
Botswana,2003,Both sexes,581.0,Age-standardized NCD mortality rate  (per 100 000 population),BWA,Moderate,
Liberia,2003,Both sexes,579.7,Age-standardized NCD mortality rate  (per 100 000 population),LBR,Moderate,
Algeria,2003,Both sexes,578.2,Age-standardized NCD mortality rate  (per 100 000 population),DZA,Moderate,
Cote d'Ivoire,2003,Both sexes,578.8,Age-standardized NCD mortality rate  (per 100 000 population),CIV,Moderate,
Bahamas,2003,Both sexes,578.5,Age-standardized NCD mortality rate  (per 100 000 population),BHS,Moderate,
Malaysia,2003,Both sexes,578.4,Age-standardized NCD mortality rate  (per 100 000 population),MYS,Moderate,
Philippines,2003,Both sexes,586.9,Age-standardized NCD mortality rate  (per 100 000 population),PHL,Moderate,
Bolivia (Plurinational State of),2003,Both sexes,590.1,Age-standardized NCD mortality rate  (per 100 000 population),BOL,Moderate,
Suriname,2003,Both sexes,590.3,Age-standardized NCD mortality rate  (per 100 000 population),SUR,Moderate,
South Africa,2003,Both sexes,588.2,Age-standardized NCD mortality rate  (per 100 000 population),ZAF,Moderate,
Sao Tome and Principe,2003,Both sexes,599.8,Age-standardized NCD mortality rate  (per 100 000 population),STP,Moderate,
Czechia,2003,Both sexes,603.0,Age-standardized NCD mortality rate  (per 100 000 population),CZE,Moderate,
Croatia,2003,Both sexes,608.6,Age-standardized NCD mortality rate  (per 100 000 population),HRV,Moderate,
Poland,2003,Both sexes,606.5,Age-standardized NCD mortality rate  (per 100 000 population),POL,Moderate,
